6	1.0	0.13333333333333333	2
6	2.0	0.4666666666666667	7
6	3.0	0.5333333333333333	8
6	4.0	0.8666666666666667	13
11	1.0	0.06666666666666667	1
11	2.0	0.06666666666666667	1
11	3.0	0.6666666666666666	10
11	4.0	1.2	18
16	2.0	0.26666666666666666	4
16	3.0	0.8	12
16	4.0	0.9333333333333333	14
21	2.0	0.3157894736842105	3
21	3.0	0.3157894736842105	3
21	4.0	1.368421052631579	13
26	2.0	0.36363636363636365	2
26	3.0	0.7272727272727273	4
26	4.0	0.9090909090909091	5
31	3.0	1.0909090909090908	6
31	4.0	0.9090909090909091	5
